#class tools::histo::h1d
#title Edep (MeV/mm) along absorber 
#dimension 1
#axis fixed 4000 0 400
#annotation axis_x.title  [mm]
#bin_number 4002
entries,Sw,Sw2,Sxw0,Sx2w0
10177,0.454845,2.9463e-05,48.3276,5134.83
10150,0.45274,2.88931e-05,48.1491,5120.69
10197,0.449878,2.76743e-05,47.8897,5097.89
10178,0.455138,2.95001e-05,48.4949,5167.13
10176,0.450506,2.77885e-05,48.0464,5124.14
10236,0.455637,2.83863e-05,48.6392,5192.24
10106,0.455056,2.94227e-05,48.6231,5195.42
10269,0.458757,2.89007e-05,49.0643,5247.45
10147,0.452522,2.86585e-05,48.4426,5185.8
10183,0.452059,2.87025e-05,48.4382,5190.16
10247,0.458536,2.94577e-05,49.1779,5274.34
10152,0.455601,2.97327e-05,48.9088,5250.38
10264,0.456219,2.87563e-05,49.0206,5267.26
10162,0.453065,2.96735e-05,48.7271,5240.6
10251,0.458345,2.93556e-05,49.3412,5311.61
10170,0.453832,2.878e-05,48.9002,5268.97
10241,0.458105,2.99806e-05,49.4066,5328.51
10268,0.45508,2.89726e-05,49.1258,5303.13
10318,0.464326,3.0414e-05,50.1703,5420.89
10203,0.453362,2.82232e-05,49.0313,5302.77
10167,0.453694,2.88765e-05,49.1123,5316.41
10279,0.458717,2.83933e-05,49.7018,5385.17
10225,0.453875,2.81356e-05,49.223,5338.26
10100,0.449422,2.81676e-05,48.7848,5295.59
10317,0.458801,2.95689e-05,49.8484,5416
10281,0.456189,2.81621e-05,49.6106,5395.14
10232,0.459254,2.91592e-05,49.9898,5441.4
10195,0.462668,3.10626e-05,50.4076,5491.9
10168,0.456343,2.86155e-05,49.7642,5426.78
10300,0.458022,2.9338e-05,49.993,5456.72
10153,0.45151,2.8007e-05,49.3272,5388.98
10357,0.46153,2.96785e-05,50.4685,5518.74
10135,0.457946,2.9793e-05,50.1223,5485.9
10263,0.458841,2.94634e-05,50.2661,5506.65
10173,0.453707,2.85292e-05,49.7491,5455
10295,0.461161,2.91207e-05,50.6125,5554.73
10130,0.457455,2.95697e-05,50.2513,5520.1
10325,0.464406,3.05219e-05,51.0615,5614.21
10146,0.461127,3.06435e-05,50.7466,5584.62
10353,0.459723,2.8404e-05,50.6387,5577.87
10214,0.458643,2.93637e-05,50.5656,5574.87
10201,0.45791,2.9112e-05,50.5305,5576.05
10268,0.459883,2.97919e-05,50.7941,5610.21
10169,0.453826,2.85035e-05,50.1708,5546.41
10187,0.455358,2.9015e-05,50.3856,5575.19
10248,0.458209,2.88362e-05,50.7468,5620.21
10262,0.459319,2.91684e-05,50.9154,5643.97
10178,0.456213,2.89244e-05,50.6169,5615.95
10180,0.454666,2.87394e-05,50.4908,5607.01
10178,0.457835,2.92369e-05,50.8881,5656.2
10283,0.465843,3.036e-05,51.8249,5765.5
10184,0.457337,2.95703e-05,50.9243,5670.42
10176,0.46137,3.00462e-05,51.4198,5730.76
10070,0.451646,2.85012e-05,50.3814,5620.07
10218,0.464275,3.04864e-05,51.8363,5787.52
10134,0.455349,2.89478e-05,50.8855,5686.47
10171,0.454487,2.82698e-05,50.8342,5685.79
10195,0.458213,2.92706e-05,51.2969,5742.68
10217,0.459819,2.93441e-05,51.5227,5773.12
10159,0.450446,2.76053e-05,50.5176,5665.55
10265,0.457443,2.79671e-05,51.348,5763.8
10174,0.455185,2.8567e-05,51.14,5745.57
10233,0.460288,2.95376e-05,51.7593,5820.32
10272,0.460365,2.86519e-05,51.8143,5831.72
10218,0.459797,2.94893e-05,51.7958,5834.76
10265,0.463347,2.94434e-05,52.2424,5890.35
10219,0.465039,3.10453e-05,52.4796,5922.31
10080,0.450597,2.80922e-05,50.8949,5748.58
10316,0.465114,3.00437e-05,52.581,5944.27
10224,0.465053,3.04476e-05,52.6209,5954.06
10182,0.456148,2.8122e-05,51.6586,5850.32
10220,0.461027,2.95858e-05,52.2575,5923.39
10187,0.45766,2.85554e-05,51.9214,5890.48
10144,0.458689,2.94611e-05,52.084,5914.12
10261,0.464631,3.00054e-05,52.8051,6001.27
10151,0.462834,3.00843e-05,52.6476,5988.7
10214,0.458864,2.8852e-05,52.2416,5947.7
10184,0.460728,2.99266e-05,52.4998,5982.35
10133,0.451556,2.74775e-05,51.5,5873.57
10102,0.45627,2.84762e-05,52.083,5945.25
10203,0.460093,2.89402e-05,52.5654,6005.59
10340,0.468244,3.06973e-05,53.5437,6122.73
10068,0.453621,2.8628e-05,51.9173,5941.98
10276,0.462726,2.94787e-05,53.0051,6071.72
10037,0.455265,2.93332e-05,52.1961,5984.29
10186,0.461239,3.01065e-05,52.9272,6073.4
10218,0.461457,3.03747e-05,52.9981,6086.81
10214,0.465572,3.05677e-05,53.5175,6151.84
10105,0.460153,3.04043e-05,52.9406,6090.81
10258,0.461228,2.85002e-05,53.1104,6115.68
10187,0.463295,3.03576e-05,53.3949,6153.78
10240,0.464807,3.07682e-05,53.6157,6184.59
10151,0.458611,2.90014e-05,52.9469,6112.74
10203,0.457856,2.85027e-05,52.9054,6113.24
10142,0.459836,2.97097e-05,53.18,6150.26
10224,0.464011,2.96943e-05,53.709,6216.77
10242,0.460751,2.96885e-05,53.3782,6183.88
10191,0.458682,2.89495e-05,53.1841,6166.7
10173,0.46319,2.94232e-05,53.7533,6238.07
10092,0.455409,2.86429e-05,52.8958,6143.86
10155,0.459742,2.97026e-05,53.4447,6212.92
10375,0.466183,2.95505e-05,54.2404,6310.88
10075,0.458313,2.93697e-05,53.3708,6215.06
10173,0.460626,2.97946e-05,53.6859,6257.09
10242,0.461174,2.92215e-05,53.796,6275.3
10134,0.464587,3.03378e-05,54.2406,6332.61
10171,0.463735,2.97139e-05,54.1873,6331.78
10215,0.46514,3.09633e-05,54.3981,6361.86
10181,0.464266,3.07305e-05,54.3426,6360.83
10187,0.465011,2.98806e-05,54.4759,6381.84
10222,0.46689,3.04508e-05,54.7428,6418.59
10103,0.459224,2.97387e-05,53.8901,6324.01
10185,0.461531,2.88369e-05,54.2067,6366.55
10202,0.466627,3.09722e-05,54.8518,6447.81
10224,0.460768,2.92675e-05,54.2095,6377.77
10152,0.465074,3.05937e-05,54.7627,6448.33
10216,0.465151,3.00561e-05,54.8181,6460.32
10146,0.46268,2.97795e-05,54.5731,6436.9
10149,0.465235,3.12126e-05,54.9209,6483.4
10138,0.461036,2.93933e-05,54.4716,6435.84
10222,0.466124,3.03402e-05,55.1191,6517.83
10250,0.457623,2.7773e-05,54.1598,6409.84
10138,0.458914,2.90328e-05,54.3585,6438.77
10217,0.46227,2.895e-05,54.8022,6496.81
10326,0.464874,2.94115e-05,55.1574,6544.45
10102,0.458135,2.93003e-05,54.4036,6460.44
10227,0.464906,3.0228e-05,55.2542,6566.98
10138,0.45657,2.84467e-05,54.3093,6460.12
10221,0.469399,3.09155e-05,55.8819,6652.72
10110,0.462123,3.03869e-05,55.0619,6560.63
10093,0.461511,3.02103e-05,55.035,6562.91
10384,0.47694,3.11863e-05,56.9226,6793.68
10149,0.463502,3.00752e-05,55.3653,6613.39
10141,0.4601,2.8727e-05,55.005,6575.86
10194,0.461616,2.88749e-05,55.2325,6608.59
10230,0.471288,3.15109e-05,56.4368,6758.31
10154,0.465605,3.03999e-05,55.8028,6687.97
10149,0.460721,2.96142e-05,55.2636,6628.88
10184,0.465301,3.02389e-05,55.8594,6705.92
10197,0.465719,2.96354e-05,55.9561,6723.12
10164,0.467118,3.17579e-05,56.1708,6754.51
10188,0.465538,3.03501e-05,56.0274,6742.88
10200,0.464919,2.9718e-05,55.9994,6745.13
10114,0.459689,2.9532e-05,55.4153,6680.3
10165,0.467851,3.0699e-05,56.4462,6810.23
10246,0.467163,3.03374e-05,56.4097,6811.44
10071,0.45798,2.87981e-05,55.3471,6688.72
10269,0.467683,3.03527e-05,56.5663,6841.69
10082,0.459756,2.91017e-05,55.6537,6736.91
10056,0.456686,2.9029e-05,55.3274,6702.9
10285,0.467147,2.96154e-05,56.6416,6867.79
10218,0.469098,3.03953e-05,56.9253,6907.92
10060,0.456921,2.86992e-05,55.4931,6739.64
10178,0.465009,3.01772e-05,56.5218,6870.21
10127,0.464984,3.04858e-05,56.565,6881.09
10190,0.466132,2.93945e-05,56.7516,6909.5
10167,0.462684,2.95966e-05,56.3781,6869.69
10173,0.469771,3.05446e-05,57.2887,6986.37
10087,0.462164,3.03421e-05,56.4069,6884.44
10239,0.468062,3.01362e-05,57.1739,6983.81
10249,0.472629,3.09346e-05,57.7788,7063.45
10028,0.46042,2.97015e-05,56.3323,6892.26
10264,0.472564,3.05375e-05,57.8657,7085.67
10119,0.46583,3.04258e-05,57.0875,6996.08
10278,0.470542,2.99651e-05,57.7121,7078.41
10086,0.463615,3.01075e-05,56.9088,6985.57
10149,0.46177,2.87018e-05,56.7286,6969.13
10176,0.464311,2.96504e-05,57.0871,7018.85
10164,0.465276,2.96702e-05,57.2524,7044.93
10132,0.467946,3.06597e-05,57.6277,7096.88
10131,0.46184,2.91491e-05,56.9217,7015.6
10120,0.46872,3.12932e-05,57.8162,7131.58
10259,0.476787,3.19021e-05,58.8596,7266.25
10085,0.460242,2.90928e-05,56.8628,7025.38
10188,0.458265,2.73064e-05,56.6646,7006.59
10097,0.4618,2.90673e-05,57.1479,7072.06
10201,0.467834,3.08309e-05,57.941,7175.96
10150,0.469555,3.08353e-05,58.2013,7214.05
10062,0.466925,3.10764e-05,57.9219,7185.18
10180,0.470062,3.10556e-05,58.3581,7245.13
10177,0.465853,2.99252e-05,57.8822,7191.86
10184,0.465413,3.02411e-05,57.8744,7196.72
10086,0.462402,2.96293e-05,57.5458,7161.56
10179,0.469662,3.12029e-05,58.4965,7285.74
10154,0.466944,3.07812e-05,58.2045,7255.19
10300,0.473076,3.07063e-05,59.0162,7362.27
10223,0.468019,3.00091e-05,58.4323,7295.3
10125,0.465174,3.02598e-05,58.1236,7262.56
10250,0.47359,3.12172e-05,59.2222,7405.71
10219,0.470144,3.00897e-05,58.8383,7363.6
10147,0.468932,3.05479e-05,58.734,7356.46
10168,0.467532,3.07488e-05,58.6052,7346.17
10220,0.470023,3.08195e-05,58.9645,7397.11
10127,0.468136,3.08538e-05,58.7746,7379.17
10136,0.468563,3.10794e-05,58.875,7397.66
10191,0.472807,3.12223e-05,59.4554,7476.5
10249,0.480141,3.23319e-05,60.4257,7604.56
10124,0.466476,3.01661e-05,58.7529,7399.96
10177,0.465217,2.96422e-05,58.6407,7391.67
10228,0.47077,3.03149e-05,59.3877,7491.76
10139,0.469171,3.05012e-05,59.2328,7478.15
10157,0.468074,3.00597e-05,59.1411,7472.48
10149,0.464345,2.96026e-05,58.7166,7424.74
10200,0.47129,3.12292e-05,59.6418,7547.68
10175,0.473074,3.16465e-05,59.9151,7588.27
10152,0.466544,2.98601e-05,59.1345,7495.31
10215,0.471564,3.12146e-05,59.8182,7587.98
10064,0.470426,3.09225e-05,59.7206,7581.53
10191,0.471998,3.07139e-05,59.9672,7618.82
10110,0.469282,3.09936e-05,59.6692,7586.94
10222,0.473143,3.06253e-05,60.2074,7661.4
10094,0.46967,3.10892e-05,59.8125,7617.13
10225,0.476768,3.18843e-05,60.7641,7744.39
10102,0.469298,3.09202e-05,59.8591,7635.05
10160,0.467795,3.0085e-05,59.714,7622.48
10174,0.46951,3.0019e-05,59.9798,7662.42
10077,0.468873,3.10833e-05,59.9455,7664.04
10262,0.479766,3.20376e-05,61.3862,7854.39
10141,0.466854,2.98605e-05,59.7807,7654.93
10070,0.467729,3.06166e-05,59.9394,7681.22
10164,0.46621,2.91611e-05,59.7916,7668.28
10022,0.468986,3.10097e-05,60.1943,7725.94
10269,0.475548,3.14285e-05,61.0839,7846.22
10124,0.46819,3.02769e-05,60.1857,7736.85
10077,0.465557,2.94973e-05,59.8937,7705.29
10301,0.47424,3.04645e-05,61.0583,7861.24
10159,0.470379,3.06148e-05,60.6084,7809.41
10189,0.480404,3.29585e-05,61.9483,7988.25
10160,0.473976,3.15223e-05,61.1666,7893.55
10170,0.473845,3.13676e-05,61.197,7903.59
10122,0.474606,3.2145e-05,61.3428,7928.54
10109,0.468884,3.05683e-05,60.6499,7845.03
10261,0.472741,3.0084e-05,61.1962,7921.82
10219,0.477731,3.20729e-05,61.8901,8017.88
10103,0.469366,3.04169e-05,60.8534,7889.65
10217,0.475299,3.15783e-05,61.6698,8001.63
10221,0.473175,3.05503e-05,61.4418,7978.21
10160,0.471866,3.13838e-05,61.319,7968.43
10122,0.469488,3.02624e-05,61.0569,7940.45
10219,0.482816,3.35659e-05,62.838,8178.32
10203,0.475497,3.13642e-05,61.9333,8066.79
10266,0.474747,3.02328e-05,61.8834,8066.53
10034,0.464503,3.02973e-05,60.5943,7904.51
10207,0.480314,3.26693e-05,62.705,8186.12
10165,0.476211,3.21277e-05,62.2168,8128.61
10253,0.477084,3.06744e-05,62.3788,8156.03
10138,0.468541,3.00896e-05,61.3087,8022.26
10109,0.468383,3.02893e-05,61.3348,8031.8
10143,0.471486,3.10288e-05,61.7882,8097.33
10242,0.478395,3.15906e-05,62.7415,8228.56
10225,0.479015,3.25626e-05,62.8706,8251.76
10148,0.475295,3.15053e-05,62.4301,8200.21
10300,0.482436,3.26255e-05,63.4163,8336.08
10166,0.47611,3.23018e-05,62.6324,8239.3
10094,0.467094,3.02568e-05,61.4929,8095.52
10179,0.47239,3.08128e-05,62.2371,8199.71
10195,0.473571,3.03254e-05,62.4402,8232.71
10108,0.47253,3.17665e-05,62.3504,8227.15
10094,0.46694,3.04423e-05,61.6595,8142.13
10189,0.474981,3.13107e-05,62.7688,8294.89
10179,0.469915,2.98525e-05,62.146,8218.78
10096,0.478037,3.35717e-05,63.2682,8373.53
10236,0.47925,3.17505e-05,63.4767,8407.49
10114,0.478198,3.26548e-05,63.3851,8401.69
10159,0.472698,3.05837e-05,62.7035,8317.65
10174,0.470879,2.98055e-05,62.5093,8298.12
10116,0.473399,3.17963e-05,62.8913,8355.14
10091,0.472072,3.05516e-05,62.762,8344.22
10106,0.476107,3.21512e-05,63.3458,8428.13
10189,0.472953,3.01452e-05,62.9737,8384.95
10123,0.475939,3.21793e-05,63.4189,8450.56
10219,0.479842,3.19855e-05,63.9869,8532.66
10180,0.47505,3.08453e-05,63.3953,8460.08
10127,0.475976,3.22144e-05,63.5665,8489.29
10185,0.474931,3.07172e-05,63.4746,8483.37
10226,0.4787,3.20308e-05,64.0262,8563.51
10090,0.47224,3.18365e-05,63.2093,8460.55
10308,0.480496,3.10824e-05,64.3624,8621.34
10108,0.466917,2.90125e-05,62.5903,8390.23
10189,0.474167,3.10186e-05,63.6096,8533.24
10105,0.47951,3.31136e-05,64.3741,8642.19
10279,0.480553,3.132e-05,64.5624,8673.97
10094,0.469425,2.97834e-05,63.1144,8485.74
10133,0.475934,3.13055e-05,64.0371,8616.21
10160,0.476372,3.13978e-05,64.1436,8636.95
10188,0.479984,3.18761e-05,64.6782,8715.43
10143,0.473872,3.07228e-05,63.9019,8617.2
10083,0.468394,2.97504e-05,63.2098,8530.17
10079,0.475092,3.15611e-05,64.1613,8665
10130,0.472874,3.03079e-05,63.9089,8637.3
10197,0.480998,3.18729e-05,65.055,8798.68
10079,0.471952,3.09157e-05,63.8786,8645.96
10206,0.475676,3.07296e-05,64.4303,8727.09
10024,0.470037,3.0504e-05,63.7136,8636.39
10267,0.484043,3.20173e-05,65.6606,8906.87
10073,0.472851,3.1713e-05,64.1894,8713.69
10141,0.474562,3.09411e-05,64.469,8758.07
10160,0.478936,3.1853e-05,65.1111,8851.82
10165,0.481643,3.22619e-05,65.5276,8915.05
10115,0.478296,3.17497e-05,65.12,8866.07
10200,0.47862,3.08813e-05,65.2117,8885.06
10172,0.470593,2.91848e-05,64.1653,8748.95
10144,0.477447,3.18192e-05,65.1477,8889.4
10130,0.47197,3.08514e-05,64.4477,8800.35
10132,0.480024,3.22418e-05,65.5953,8963.61
10127,0.478917,3.17579e-05,65.4919,8956.03
10141,0.482182,3.28416e-05,65.9867,9030.3
10105,0.475455,3.07312e-05,65.1137,8917.33
10206,0.478013,3.06099e-05,65.5117,8978.37
10144,0.480973,3.24318e-05,65.9655,9047.18
10171,0.482814,3.21845e-05,66.2662,9095.02
10183,0.479418,3.17559e-05,65.8482,9044.25
10191,0.478893,3.16185e-05,65.824,9047.52
10072,0.474678,3.14716e-05,65.2922,8980.98
10203,0.48226,3.21616e-05,66.383,9137.6
10146,0.480573,3.25617e-05,66.199,9118.91
10144,0.481994,3.26811e-05,66.4429,9159.15
10067,0.478889,3.17636e-05,66.0627,9113.34
10249,0.483861,3.21671e-05,66.7971,9221.36
10057,0.476457,3.17906e-05,65.8227,9093.42
10129,0.478133,3.18143e-05,66.1017,9138.53
10142,0.476264,3.0817e-05,65.8911,9116.04
10110,0.480222,3.23659e-05,66.4868,9205.12
10154,0.483617,3.2194e-05,67.0051,9283.56
10107,0.475997,3.14456e-05,65.9971,9150.52
10132,0.48075,3.21516e-05,66.7039,9255.16
10037,0.473752,3.11413e-05,65.7804,9133.6
10215,0.485944,3.24352e-05,67.5219,9382.17
10129,0.476799,3.12279e-05,66.2991,9218.91
10118,0.47166,2.95642e-05,65.6316,9132.63
10139,0.478748,3.19208e-05,66.6658,9283.23
10120,0.47469,3.06265e-05,66.1477,9217.63
10186,0.477038,3.05227e-05,66.5229,9276.61
10064,0.475113,3.1614e-05,66.3019,9252.42
10314,0.489913,3.3481e-05,68.4165,9554.4
9970,0.475036,3.20801e-05,66.3864,9277.53
10080,0.482309,3.26794e-05,67.4505,9432.9
10229,0.486356,3.29018e-05,68.0654,9525.73
10108,0.482589,3.21262e-05,67.5867,9465.54
10071,0.484941,3.43928e-05,67.9645,9525.24
10176,0.485063,3.25164e-05,68.0297,9541.13
10011,0.474275,3.13208e-05,66.5645,9342.33
10156,0.481464,3.17212e-05,67.6216,9497.45
10202,0.485796,3.24212e-05,68.2788,9596.6
10031,0.480444,3.33567e-05,67.5743,9504.3
10292,0.483781,3.11096e-05,68.0921,9583.96
9971,0.477411,3.20453e-05,67.2435,9471.27
10200,0.480524,3.09636e-05,67.7298,9546.51
10159,0.483851,3.31611e-05,68.2471,9626.24
10016,0.480063,3.2387e-05,67.761,9564.48
10219,0.483599,3.14199e-05,68.3084,9648.57
10003,0.473745,3.05855e-05,66.9639,9465.35
10209,0.481762,3.09718e-05,68.1452,9639.12
10213,0.483059,3.15076e-05,68.377,9678.77
10107,0.478552,3.14229e-05,67.7869,9602.01
10199,0.478879,3.08531e-05,67.8809,9622.1
10233,0.489293,3.29023e-05,69.4063,9845.29
10195,0.482965,3.17949e-05,68.557,9731.67
10226,0.485505,3.26952e-05,68.9659,9796.6
10168,0.486666,3.30929e-05,69.1797,9833.91
10175,0.486846,3.34578e-05,69.2538,9851.35
10128,0.481052,3.15591e-05,68.4778,9747.82
10048,0.476932,3.19942e-05,67.939,9677.93
10204,0.486118,3.28006e-05,69.2959,9878.1
10178,0.485698,3.22973e-05,69.2847,9883.44
10140,0.484423,3.22645e-05,69.1517,9871.44
10123,0.486354,3.29084e-05,69.4755,9924.53
10100,0.481806,3.25881e-05,68.874,9845.52
10097,0.479871,3.14376e-05,68.6455,9819.73
10167,0.486289,3.25728e-05,69.6124,9965.04
10139,0.483744,3.20029e-05,69.2963,9926.71
10090,0.479473,3.15346e-05,68.7323,9852.77
10092,0.480413,3.1908e-05,68.9156,9885.97
10180,0.483318,3.20518e-05,69.3803,9959.55
10118,0.486852,3.34108e-05,69.9365,10046.4
10148,0.485029,3.26609e-05,69.7231,10022.7
10098,0.488585,3.34777e-05,70.2831,10110.2
10155,0.482332,3.14479e-05,69.4315,9994.64
10152,0.486933,3.32637e-05,70.1426,10104
10179,0.482911,3.13674e-05,69.6116,10034.5
10113,0.48755,3.27216e-05,70.3291,10145
10086,0.480669,3.18814e-05,69.3845,10015.6
10131,0.484628,3.25217e-05,70.0046,10112.2
10132,0.486299,3.30893e-05,70.2944,10161
10067,0.487468,3.36962e-05,70.5122,10199.6
10199,0.487966,3.34553e-05,70.6331,10224.1
10194,0.488403,3.26277e-05,70.7451,10247.4
10101,0.481384,3.19781e-05,69.7766,10114.1
10108,0.485269,3.25585e-05,70.3884,10209.9
10151,0.483523,3.19668e-05,70.1835,10187.2
10203,0.482009,3.10934e-05,70.012,10169.3
10158,0.485663,3.20753e-05,70.5913,10260.5
10090,0.484788,3.30966e-05,70.5129,10256.2
10167,0.486635,3.21371e-05,70.8295,10309.2
10206,0.483855,3.13804e-05,70.4735,10264.5
10125,0.485918,3.30864e-05,70.8227,10322.4
10251,0.497191,3.50352e-05,72.5153,10576.4
10122,0.4822,3.20238e-05,70.3771,10271.5
10138,0.482626,3.17578e-05,70.4874,10294.7
10210,0.487795,3.28319e-05,71.2913,10419.3
10115,0.483427,3.179e-05,70.7013,10340.1
10130,0.485353,3.19347e-05,71.0314,10395.4
10228,0.491113,3.28886e-05,71.9237,10533.3
10076,0.482417,3.20831e-05,70.6979,10360.7
10139,0.483454,3.15099e-05,70.8985,10397.3
10038,0.478143,3.11147e-05,70.1677,10297.1
10261,0.491126,3.25037e-05,72.122,10591.2
10172,0.488848,3.27603e-05,71.8366,10556.4
10130,0.483607,3.12906e-05,71.1147,10457.5
10087,0.485803,3.2646e-05,71.4861,10519.2
10135,0.479541,3.09248e-05,70.6124,10397.7
10132,0.484419,3.21711e-05,71.3794,10517.8
10171,0.493052,3.37898e-05,72.7005,10719.7
10132,0.486363,3.2654e-05,71.7627,10588.6
10165,0.487546,3.17992e-05,71.9863,10628.8
10088,0.482336,3.13751e-05,71.2649,10529.4
10139,0.487582,3.17935e-05,72.0889,10658.3
10190,0.493584,3.37563e-05,73.0257,10804.1
10130,0.486973,3.23216e-05,72.0964,10673.9
10086,0.490658,3.38548e-05,72.691,10769.2
10154,0.486571,3.22515e-05,72.1341,10693.9
10134,0.486349,3.27019e-05,72.1496,10703.4
10194,0.489552,3.24755e-05,72.6739,10788.5
10168,0.490642,3.28914e-05,72.8849,10827.1
10159,0.4926,3.36291e-05,73.2252,10884.9
10078,0.482222,3.18419e-05,71.7307,10670
10159,0.485904,3.1425e-05,72.3268,10765.9
10248,0.491697,3.25178e-05,73.2384,10908.9
10125,0.486163,3.27602e-05,72.4625,10800.5
10136,0.484107,3.15288e-05,72.2043,10769.3
10115,0.489959,3.34757e-05,73.1264,10914.1
10186,0.490541,3.34092e-05,73.2624,10941.7
10163,0.490514,3.29575e-05,73.3078,10955.9
10093,0.489346,3.30422e-05,73.1817,10944.3
10197,0.494661,3.36193e-05,74.026,11078
10136,0.493124,3.38631e-05,73.8457,11058.4
10107,0.490931,3.37634e-05,73.5659,11023.8
10190,0.495615,3.42897e-05,74.3175,11143.9
10107,0.485142,3.13134e-05,72.7957,10923
10084,0.490215,3.32333e-05,73.606,11052
10071,0.489981,3.3609e-05,73.6198,11061.4
10170,0.494852,3.32504e-05,74.4011,11186.2
10032,0.485084,3.28227e-05,72.9811,10980
10080,0.481666,3.06255e-05,72.5152,10917.2
10127,0.494135,3.44095e-05,74.4415,11214.6
10194,0.493909,3.33043e-05,74.4569,11224.4
10112,0.489715,3.21897e-05,73.8736,11143.8
10012,0.485686,3.28927e-05,73.3142,11066.8
10089,0.491204,3.36057e-05,74.1963,11207.3
10104,0.49048,3.29054e-05,74.1361,11205.7
10168,0.492444,3.30304e-05,74.4821,11265.4
10104,0.496992,3.53148e-05,75.2197,11384.5
10099,0.486562,3.23889e-05,73.6896,11160.3
10103,0.484682,3.09691e-05,73.4534,11131.8
10183,0.495185,3.38694e-05,75.0947,11388.1
10076,0.488199,3.27683e-05,74.0841,11242.3
10102,0.490456,3.33428e-05,74.4756,11309.1
10202,0.49181,3.2093e-05,74.7304,11355.3
10069,0.492725,3.3398e-05,74.9187,11391.4
10109,0.496883,3.50995e-05,75.6007,11502.6
10180,0.492617,3.30557e-05,75.0009,11418.9
9972,0.49024,3.43997e-05,74.6881,11378.7
10181,0.49521,3.30486e-05,75.4947,11509.1
10077,0.494865,3.40844e-05,75.4916,11516.3
10145,0.496651,3.48064e-05,75.8136,11572.9
10163,0.495749,3.41964e-05,75.7259,11567.2
10034,0.489905,3.4036e-05,74.882,11445.7
10150,0.495576,3.37896e-05,75.7984,11593.4
10125,0.49488,3.39761e-05,75.7413,11592.2
10054,0.487238,3.31393e-05,74.6206,11428.2
10100,0.489855,3.30658e-05,75.0704,11504.6
10257,0.499929,3.3751e-05,76.6641,11756.4
10042,0.489594,3.31815e-05,75.1284,11528.5
10230,0.496873,3.30179e-05,76.295,11715.1
10038,0.487692,3.30669e-05,74.9341,11513.6
10095,0.49134,3.24097e-05,75.5436,11614.8
10133,0.500281,3.50329e-05,76.9682,11841.6
10150,0.498542,3.43923e-05,76.7505,11815.7
9998,0.491868,3.4023e-05,75.7724,11672.8
10134,0.492837,3.29727e-05,75.9708,11710.9
10106,0.494204,3.39622e-05,76.231,11758.6
10100,0.494074,3.33211e-05,76.2604,11770.8
10115,0.490845,3.30737e-05,75.8112,11709.1
10091,0.495455,3.39786e-05,76.5727,11834.3
10030,0.490058,3.25135e-05,75.7876,11720.6
10139,0.492589,3.23311e-05,76.2281,11796.3
10054,0.496878,3.4461e-05,76.9414,11914.4
10242,0.496481,3.25256e-05,76.9298,11920.3
10010,0.48766,3.3161e-05,75.612,11723.7
10204,0.504846,3.6433e-05,78.3268,12152.4
10031,0.487162,3.189e-05,75.6321,11741.9
10092,0.494274,3.42116e-05,76.7854,11928.6
10182,0.500154,3.39824e-05,77.7491,12086.1
10128,0.496354,3.39179e-05,77.2081,12009.7
10032,0.493883,3.3693e-05,76.8733,11965.4
10061,0.494902,3.42336e-05,77.0809,12005.3
10249,0.498325,3.28695e-05,77.6639,12103.9
9998,0.490561,3.34119e-05,76.5032,11930.7
10147,0.496788,3.29095e-05,77.5238,12097.6
10214,0.501491,3.53244e-05,78.3078,12227.8
10192,0.501623,3.48284e-05,78.3788,12246.7
10059,0.490469,3.24944e-05,76.685,11989.7
10054,0.488564,3.2226e-05,76.436,11958.4
10096,0.493113,3.30246e-05,77.1969,12085.2
10109,0.496517,3.35636e-05,77.7794,12184.1
10184,0.496853,3.28518e-05,77.8817,12207.9
9974,0.494641,3.50335e-05,77.5843,12169.1
10159,0.495819,3.33339e-05,77.8185,12213.6
10205,0.501919,3.44978e-05,78.8263,12379.7
9999,0.494864,3.46921e-05,77.7682,12221.3
10108,0.497762,3.47711e-05,78.273,12308.4
10157,0.4973,3.35394e-05,78.25,12312.6
10084,0.495002,3.34672e-05,77.9381,12271.4
10227,0.504842,3.43991e-05,79.5379,12531.2
9964,0.491282,3.45169e-05,77.4505,12210
10219,0.500353,3.34344e-05,78.9305,12451.3
10104,0.495494,3.36021e-05,78.2136,12346
10050,0.492683,3.34684e-05,77.8191,12291.5
10242,0.508564,3.56153e-05,80.3786,12703.8
10055,0.49657,3.4673e-05,78.5324,12419.9
10152,0.496456,3.39527e-05,78.564,12432.7
10113,0.496524,3.32711e-05,78.6244,12450.2
10106,0.50055,3.45271e-05,79.3123,12567.1
10073,0.492485,3.25646e-05,78.0834,12380.1
10144,0.498971,3.3902e-05,79.1621,12559.1
10065,0.496653,3.39921e-05,78.8438,12516.5
10242,0.506708,3.49142e-05,80.4906,12785.9
10092,0.5004,3.45324e-05,79.5387,12642.7
10103,0.500755,3.53246e-05,79.6451,12667.6
10125,0.505953,3.57503e-05,80.5226,12815.2
10175,0.498506,3.39062e-05,79.3871,12642.4
10026,0.492373,3.29388e-05,78.4597,12502.6
10074,0.496469,3.41451e-05,79.1617,12622.3
10098,0.499437,3.46077e-05,79.6853,12713.8
10107,0.499614,3.4058e-05,79.7637,12734.3
10030,0.497655,3.49111e-05,79.5003,12700.2
10069,0.498693,3.49085e-05,79.716,12742.6
