#class tools::histo::h1d
#title Edep (MeV/mm) along absorber 
#dimension 1
#axis fixed 4000 0 400
#annotation axis_x.title  [mm]
#bin_number 4002
entries,Sw,Sw2,Sxw0,Sx2w0
10282,0.425353,2.59394e-05,22.3098,1170.15
10275,0.423801,2.56845e-05,22.2708,1170.33
10288,0.421074,2.49861e-05,22.1694,1167.21
10319,0.420834,2.45926e-05,22.1987,1170.97
10255,0.423948,2.5996e-05,22.4054,1184.11
10377,0.426577,2.5616e-05,22.5872,1196
10271,0.42065,2.47363e-05,22.3155,1183.84
10179,0.421593,2.56289e-05,22.4076,1190.96
10260,0.422418,2.51666e-05,22.4936,1197.77
10234,0.420213,2.45009e-05,22.4185,1196.03
10302,0.426657,2.58498e-05,22.805,1218.93
10209,0.418726,2.45261e-05,22.4227,1200.73
10309,0.426062,2.60008e-05,22.8584,1226.36
10341,0.4268,2.55911e-05,22.9405,1233.05
10227,0.424117,2.56105e-05,22.8386,1229.85
10251,0.42491,2.62158e-05,22.9237,1236.73
10312,0.426333,2.57869e-05,23.0434,1245.5
10342,0.424442,2.47072e-05,22.9836,1244.57
10223,0.417462,2.43496e-05,22.6472,1228.6
10250,0.424426,2.62343e-05,23.0675,1253.72
10302,0.423387,2.53784e-05,23.0534,1255.26
10260,0.421191,2.49152e-05,22.976,1253.35
10273,0.421923,2.49535e-05,23.0581,1260.12
10306,0.428434,2.7011e-05,23.4567,1284.25
10342,0.428598,2.54773e-05,23.5087,1289.46
10253,0.426437,2.56583e-05,23.4326,1287.62
10246,0.424453,2.54785e-05,23.3659,1286.28
10359,0.427332,2.57295e-05,23.5672,1299.72
10173,0.420471,2.55539e-05,23.2309,1283.5
10312,0.427862,2.60557e-05,23.6819,1310.78
10243,0.415938,2.3526e-05,23.064,1278.91
10230,0.420299,2.41162e-05,23.3476,1296.96
10269,0.428065,2.56628e-05,23.8217,1325.68
10205,0.42099,2.48124e-05,23.4702,1308.46
10269,0.420922,2.384e-05,23.5087,1312.97
10232,0.423189,2.55333e-05,23.6777,1324.79
10221,0.422976,2.51762e-05,23.708,1328.84
10289,0.42684,2.56974e-05,23.9668,1345.72
10360,0.427125,2.5312e-05,24.0259,1351.46
10249,0.423041,2.57216e-05,23.8384,1343.3
10301,0.427,2.64422e-05,24.1042,1360.68
10280,0.427696,2.59993e-05,24.1864,1367.75
10266,0.422865,2.49506e-05,23.9552,1357.05
10272,0.422685,2.53609e-05,23.9874,1361.29
10368,0.429835,2.67362e-05,24.4362,1389.21
10224,0.424763,2.57858e-05,24.1904,1377.65
10336,0.430153,2.61087e-05,24.5403,1400.02
10243,0.42606,2.57122e-05,24.3496,1391.59
10270,0.427701,2.60356e-05,24.4857,1401.8
10280,0.425604,2.5613e-05,24.4085,1399.83
10252,0.42106,2.49507e-05,24.1899,1389.71
10276,0.426303,2.53952e-05,24.5338,1411.92
10327,0.425882,2.56957e-05,24.552,1415.42
10250,0.425843,2.56173e-05,24.5924,1420.21
10334,0.436194,2.76152e-05,25.2338,1459.78
10252,0.424075,2.51574e-05,24.5752,1424.13
10282,0.430789,2.6513e-05,25.0072,1451.67
10336,0.429997,2.62628e-05,25.0043,1454
10357,0.434137,2.75655e-05,25.2885,1473.06
10193,0.420955,2.48611e-05,24.5627,1433.23
10427,0.432784,2.66386e-05,25.2963,1478.57
10314,0.423848,2.45623e-05,24.8164,1453
10276,0.425649,2.5493e-05,24.9643,1464.15
10196,0.42391,2.50007e-05,24.9046,1463.14
10265,0.427667,2.64205e-05,25.1683,1481.16
10247,0.430044,2.70831e-05,25.3512,1494.45
10241,0.422564,2.46158e-05,24.9522,1473.42
10285,0.428178,2.63569e-05,25.3265,1498.05
10255,0.426377,2.56575e-05,25.2627,1496.81
10237,0.424199,2.57825e-05,25.1763,1494.22
10291,0.426231,2.52083e-05,25.3395,1506.43
10250,0.425223,2.56017e-05,25.3221,1507.94
10253,0.425122,2.57873e-05,25.3585,1512.63
10186,0.422025,2.53088e-05,25.2158,1506.64
10391,0.435759,2.72801e-05,26.0799,1560.87
10259,0.428822,2.62623e-05,25.7079,1541.19
10227,0.428051,2.58102e-05,25.7045,1543.55
10272,0.430296,2.63029e-05,25.8821,1556.8
10188,0.42544,2.65937e-05,25.6325,1544.35
10288,0.430186,2.65838e-05,25.9619,1566.81
10160,0.423467,2.53841e-05,25.5987,1547.45
10196,0.425346,2.58263e-05,25.7547,1559.45
10298,0.426727,2.54928e-05,25.881,1569.68
10207,0.427387,2.56882e-05,25.9637,1577.29
10255,0.426628,2.6064e-05,25.9605,1579.71
10199,0.422981,2.52057e-05,25.7805,1571.31
10221,0.428976,2.68288e-05,26.189,1598.84
10318,0.430879,2.61011e-05,26.348,1611.16
10259,0.42587,2.54894e-05,26.0846,1597.68
10286,0.431457,2.66852e-05,26.4699,1623.93
10307,0.426976,2.51896e-05,26.2378,1612.32
10234,0.423786,2.49865e-05,26.084,1605.46
10348,0.428989,2.55002e-05,26.4472,1630.47
10140,0.419325,2.46465e-05,25.8936,1598.94
10252,0.427726,2.59712e-05,26.4549,1636.24
10269,0.429879,2.69214e-05,26.631,1649.79
10324,0.427419,2.52763e-05,26.5212,1645.63
10366,0.427759,2.49282e-05,26.5851,1652.26
10184,0.425177,2.54802e-05,26.4675,1647.62
10286,0.430325,2.67293e-05,26.8304,1672.86
10174,0.426437,2.57365e-05,26.6309,1663.09
10311,0.429722,2.62555e-05,26.879,1681.27
10283,0.426292,2.51039e-05,26.7073,1673.22
10278,0.430934,2.60714e-05,27.041,1696.82
10297,0.425954,2.52806e-05,26.7714,1682.59
10254,0.431313,2.67099e-05,27.1513,1709.18
10276,0.432804,2.68086e-05,27.288,1720.48
10319,0.43187,2.61524e-05,27.2724,1722.24
10296,0.432244,2.65153e-05,27.3395,1729.24
10220,0.427815,2.68006e-05,27.1021,1716.91
10212,0.429727,2.69115e-05,27.2662,1730.04
10294,0.426013,2.48085e-05,27.0729,1720.47
10265,0.430264,2.6811e-05,27.3865,1743.16
10259,0.432079,2.67258e-05,27.545,1755.99
10249,0.425889,2.4866e-05,27.1929,1736.26
10325,0.43198,2.58507e-05,27.6251,1766.63
10202,0.429794,2.58936e-05,27.5284,1763.2
10250,0.431455,2.709e-05,27.678,1775.55
10248,0.428987,2.57525e-05,27.5622,1770.86
10214,0.425928,2.51503e-05,27.4085,1763.74
10333,0.433489,2.69891e-05,27.9382,1800.6
10206,0.431771,2.7659e-05,27.8707,1799.05
10280,0.433886,2.74384e-05,28.0508,1813.49
10230,0.425586,2.50868e-05,27.5565,1784.27
10189,0.430124,2.70661e-05,27.8932,1808.85
10302,0.425323,2.5242e-05,27.6247,1794.22
10177,0.425615,2.57947e-05,27.6865,1801.03
10337,0.430847,2.56393e-05,28.0699,1828.77
10210,0.422613,2.51539e-05,27.5754,1799.28
10280,0.434893,2.74452e-05,28.4202,1857.26
10267,0.429518,2.62854e-05,28.112,1839.93
10215,0.429756,2.61151e-05,28.1704,1846.56
10243,0.431469,2.67508e-05,28.3258,1859.59
10275,0.42733,2.48382e-05,28.0969,1847.37
10192,0.426032,2.59868e-05,28.0542,1847.37
10254,0.429558,2.62844e-05,28.3293,1868.31
10304,0.432366,2.58687e-05,28.5578,1886.24
10102,0.424885,2.61783e-05,28.1062,1859.23
10404,0.43807,2.77813e-05,29.0222,1922.73
10256,0.430776,2.60401e-05,28.582,1896.42
10238,0.430233,2.6064e-05,28.5891,1899.75
10283,0.431278,2.6736e-05,28.7016,1910.09
10215,0.430006,2.64296e-05,28.6599,1910.18
10374,0.44086,2.81758e-05,29.4272,1964.26
10287,0.430635,2.63085e-05,28.788,1924.48
10217,0.430059,2.63815e-05,28.7923,1927.63
10358,0.437422,2.70304e-05,29.329,1966.5
10230,0.432198,2.64665e-05,29.0221,1948.83
10172,0.431841,2.72501e-05,29.041,1952.99
10262,0.432097,2.64522e-05,29.1016,1959.99
10248,0.427561,2.55596e-05,28.839,1945.19
10216,0.433835,2.75752e-05,29.3057,1979.6
10194,0.430904,2.64737e-05,29.1506,1972.03
10253,0.433698,2.67784e-05,29.3828,1990.67
10229,0.428593,2.60414e-05,29.0798,1973.05
10282,0.432607,2.57562e-05,29.3956,1997.44
10155,0.42961,2.6806e-05,29.2351,1989.46
10345,0.436035,2.65171e-05,29.7159,2025.15
10327,0.433248,2.604e-05,29.569,2018.07
10244,0.430477,2.64104e-05,29.4231,2011.07
10185,0.427651,2.57066e-05,29.2725,2003.69
10332,0.435132,2.69411e-05,29.8283,2044.73
10264,0.4278,2.50019e-05,29.3685,2016.15
10199,0.429143,2.58828e-05,29.5034,2028.35
10252,0.43179,2.62436e-05,29.7289,2046.84
10306,0.437416,2.70325e-05,30.1597,2079.51
10269,0.436183,2.71623e-05,30.1184,2079.67
10184,0.423698,2.4058e-05,29.2989,2026.03
10283,0.43678,2.74029e-05,30.247,2094.61
10184,0.427861,2.63605e-05,29.6722,2057.77
10280,0.432765,2.60449e-05,30.0554,2087.34
10177,0.425595,2.53829e-05,29.6,2058.67
10255,0.429696,2.56797e-05,29.9286,2084.55
10188,0.42582,2.4648e-05,29.701,2071.64
10269,0.434886,2.66822e-05,30.377,2121.85
10162,0.426441,2.55182e-05,29.8295,2086.57
10318,0.437238,2.70821e-05,30.6287,2145.55
10215,0.432343,2.63577e-05,30.3287,2127.55
10276,0.431723,2.54648e-05,30.3287,2130.6
10181,0.42234,2.41172e-05,29.7115,2090.2
10209,0.431311,2.61657e-05,30.3859,2140.68
10277,0.430332,2.53266e-05,30.3599,2141.89
10172,0.432425,2.67621e-05,30.5508,2158.42
10225,0.434051,2.74659e-05,30.7092,2172.68
10237,0.432142,2.56055e-05,30.6173,2169.23
10351,0.438217,2.71747e-05,31.0918,2205.98
10181,0.432191,2.68e-05,30.7072,2181.75
10311,0.441315,2.79868e-05,31.3995,2234.07
10254,0.426022,2.52996e-05,30.3541,2162.74
10285,0.430915,2.56801e-05,30.7456,2193.69
10242,0.439863,2.84849e-05,31.4282,2245.55
10171,0.429385,2.5939e-05,30.7224,2198.18
10243,0.433068,2.64083e-05,31.0292,2223.24
10280,0.428886,2.44136e-05,30.7726,2207.94
10157,0.428661,2.55484e-05,30.7996,2212.97
10316,0.434324,2.59496e-05,31.2494,2248.38
10229,0.432673,2.66578e-05,31.1742,2246.12
10270,0.433547,2.65769e-05,31.2804,2256.88
10159,0.434614,2.72768e-05,31.4009,2268.72
10238,0.441105,2.80126e-05,31.9142,2309.01
10208,0.433753,2.66128e-05,31.4254,2276.77
10328,0.434682,2.59531e-05,31.536,2287.93
10163,0.429901,2.55019e-05,31.2327,2269.09
10224,0.434543,2.63889e-05,31.613,2299.85
10269,0.434745,2.6391e-05,31.6712,2307.26
10164,0.433151,2.74608e-05,31.5985,2305.12
10208,0.430597,2.55371e-05,31.4554,2297.83
10235,0.434381,2.65316e-05,31.7749,2324.33
10305,0.435576,2.61381e-05,31.9058,2337.09
10221,0.435915,2.72783e-05,31.9743,2345.31
10354,0.435367,2.57935e-05,31.9776,2348.75
10208,0.432178,2.6723e-05,31.7869,2337.94
10229,0.435895,2.72885e-05,32.1038,2364.46
10271,0.432333,2.60805e-05,31.8846,2351.49
10229,0.426899,2.54165e-05,31.5264,2328.22
10307,0.438801,2.70761e-05,32.4492,2399.62
10240,0.434563,2.70362e-05,32.1796,2382.92
10180,0.430604,2.60019e-05,31.9294,2367.57
10233,0.433011,2.64362e-05,32.1509,2387.19
10209,0.433604,2.64886e-05,32.2387,2396.96
10319,0.440427,2.72081e-05,32.7898,2441.2
10169,0.427713,2.54321e-05,31.8861,2377.12
10215,0.428232,2.52068e-05,31.9676,2386.38
10223,0.439365,2.72293e-05,32.8423,2454.95
10335,0.432797,2.51644e-05,32.3947,2424.73
10213,0.432665,2.61215e-05,32.4281,2430.48
10257,0.442639,2.834e-05,33.2199,2493.14
10191,0.433918,2.65127e-05,32.6091,2450.58
10249,0.441353,2.85355e-05,33.2118,2499.19
10202,0.436836,2.69513e-05,32.9156,2480.19
10289,0.436514,2.63479e-05,32.9351,2484.95
10214,0.435637,2.69196e-05,32.9124,2486.54
10244,0.440258,2.84361e-05,33.3056,2519.58
10239,0.437273,2.70402e-05,33.1234,2509.1
10186,0.437533,2.74391e-05,33.187,2517.24
10274,0.436097,2.63012e-05,33.1216,2515.59
10217,0.436278,2.67794e-05,33.1788,2523.24
10210,0.432993,2.72536e-05,32.9725,2510.85
10179,0.434251,2.66107e-05,33.1115,2524.74
10389,0.447158,2.85494e-05,34.1405,2606.63
10209,0.440019,2.82055e-05,33.6393,2571.72
10252,0.438292,2.72519e-05,33.5515,2568.38
10241,0.43561,2.65524e-05,33.3894,2559.29
10188,0.433351,2.63611e-05,33.2598,2552.7
10311,0.439064,2.71479e-05,33.7422,2593.09
10160,0.43587,2.75854e-05,33.5402,2580.92
10201,0.43537,2.63313e-05,33.5453,2584.67
10244,0.440467,2.78685e-05,33.9822,2621.74
10175,0.434786,2.70909e-05,33.5871,2594.6
10257,0.435057,2.6131e-05,33.6516,2602.94
10095,0.43028,2.62499e-05,33.3253,2581.06
10340,0.446215,2.84747e-05,34.6042,2683.58
10120,0.430879,2.65899e-05,33.458,2598.04
10293,0.44138,2.73492e-05,34.3173,2668.17
10179,0.430874,2.60519e-05,33.5436,2611.38
10278,0.436333,2.61418e-05,34.0121,2651.24
10215,0.43373,2.58988e-05,33.8525,2642.19
10266,0.442873,2.91635e-05,34.6106,2704.82
10194,0.435292,2.69939e-05,34.0615,2665.3
10267,0.442376,2.83189e-05,34.6602,2715.63
10263,0.440571,2.73956e-05,34.5628,2711.46
10259,0.4386,2.68097e-05,34.4524,2706.26
10239,0.43777,2.75809e-05,34.4307,2707.98
10283,0.442895,2.86848e-05,34.8784,2746.72
10176,0.432098,2.55749e-05,34.071,2686.51
10202,0.438921,2.7289e-05,34.6527,2735.82
10225,0.441172,2.84094e-05,34.8746,2756.83
10300,0.439738,2.70687e-05,34.8054,2754.86
10206,0.437597,2.68786e-05,34.6797,2748.37
10168,0.437501,2.78316e-05,34.7155,2754.66
10222,0.443896,2.87472e-05,35.2674,2801.99
10139,0.434068,2.68963e-05,34.5299,2746.84
10253,0.441145,2.78437e-05,35.1372,2798.67
10257,0.436281,2.59924e-05,34.7936,2774.8
10229,0.440186,2.76069e-05,35.1489,2806.65
10181,0.438414,2.76259e-05,35.0511,2802.33
10268,0.438763,2.73975e-05,35.1229,2811.59
10214,0.432451,2.58462e-05,34.6609,2778.07
10357,0.439612,2.66379e-05,35.2789,2831.13
10267,0.441336,2.79199e-05,35.4613,2849.31
10242,0.43872,2.71903e-05,35.2951,2839.5
10294,0.437745,2.60552e-05,35.2603,2840.21
10205,0.44155,2.80502e-05,35.6113,2872.07
10276,0.440793,2.79175e-05,35.5941,2874.22
10208,0.433574,2.56352e-05,35.0543,2834.12
10246,0.444105,2.82139e-05,35.9504,2910.18
10233,0.43895,2.68803e-05,35.577,2883.52
10303,0.444418,2.72097e-05,36.0647,2926.66
10174,0.433035,2.64421e-05,35.1841,2858.7
10228,0.438924,2.70288e-05,35.7065,2904.73
10146,0.433336,2.65308e-05,35.2952,2874.79
10329,0.441782,2.67105e-05,36.0272,2938.01
10241,0.441672,2.82161e-05,36.0627,2944.53
10151,0.43532,2.66824e-05,35.5877,2909.31
10283,0.4436,2.81372e-05,36.3088,2971.88
10176,0.44125,2.83707e-05,36.1603,2963.34
10322,0.444085,2.80726e-05,36.4373,2989.69
10140,0.43292,2.59233e-05,35.5645,2921.63
10159,0.440615,2.75969e-05,36.2408,2980.82
10239,0.440688,2.73202e-05,36.2908,2988.56
10107,0.435599,2.78133e-05,35.915,2961.19
10362,0.448399,2.86666e-05,37.0154,3055.62
10173,0.436861,2.70582e-05,36.1067,2984.23
10238,0.437787,2.70966e-05,36.2269,2997.79
10302,0.443259,2.75193e-05,36.724,3042.58
10284,0.439021,2.66395e-05,36.4168,3020.78
10192,0.437199,2.6874e-05,36.3094,3015.5
10188,0.438398,2.73166e-05,36.4528,3031.05
10332,0.446143,2.78793e-05,37.1415,3092.03
10211,0.441217,2.76648e-05,36.7758,3065.3
10230,0.437388,2.63071e-05,36.5002,3045.95
10187,0.439456,2.77197e-05,36.7168,3067.71
10312,0.437977,2.62133e-05,36.6368,3064.67
10187,0.437423,2.63456e-05,36.634,3068.08
10202,0.437512,2.66767e-05,36.6853,3076.06
10383,0.448515,2.77681e-05,37.6529,3160.97
10167,0.442072,2.85414e-05,37.1564,3123.01
10237,0.443826,2.78114e-05,37.348,3142.83
10163,0.43852,2.71298e-05,36.9453,3112.64
10153,0.434323,2.6317e-05,36.635,3090.15
10315,0.444282,2.75816e-05,37.5192,3168.46
10285,0.445452,2.81124e-05,37.6629,3184.39
10305,0.443751,2.75551e-05,37.5635,3179.75
10164,0.432865,2.62978e-05,36.6855,3109.11
10212,0.439145,2.73388e-05,37.2612,3161.59
10290,0.442503,2.72206e-05,37.5906,3193.32
10237,0.434941,2.5488e-05,36.9916,3146.13
10285,0.442244,2.77798e-05,37.657,3206.49
10212,0.438461,2.72919e-05,37.3789,3186.56
10147,0.437005,2.65902e-05,37.2982,3183.38
10333,0.449757,2.89015e-05,38.4318,3284
10138,0.439901,2.74642e-05,37.6334,3219.53
10261,0.443909,2.81971e-05,38.0208,3256.49
10205,0.442649,2.78617e-05,37.9572,3254.84
10136,0.438552,2.69759e-05,37.6499,3232.27
10176,0.443872,2.82755e-05,38.1506,3279.02
10191,0.437802,2.6366e-05,37.6728,3241.74
10317,0.447853,2.8296e-05,38.5824,3323.86
10153,0.437269,2.70513e-05,37.7147,3252.91
10274,0.439657,2.59344e-05,37.9642,3278.19
10233,0.442958,2.76528e-05,38.2937,3310.49
10263,0.437157,2.58e-05,37.836,3274.72
10141,0.439408,2.72423e-05,38.0746,3299.15
10283,0.449167,2.81404e-05,38.9654,3380.26
10250,0.443534,2.79387e-05,38.5212,3345.59
10190,0.439648,2.77225e-05,38.2272,3323.83
10250,0.445289,2.83848e-05,38.7624,3374.27
10259,0.445144,2.8513e-05,38.7942,3380.91
10281,0.444283,2.77825e-05,38.764,3382.18
10107,0.439362,2.77939e-05,38.3781,3352.31
10308,0.445708,2.78523e-05,38.9772,3408.56
10205,0.442797,2.78822e-05,38.7669,3394.05
10255,0.448804,2.88351e-05,39.3376,3447.94
10340,0.454355,2.91433e-05,39.8698,3498.59
10053,0.433239,2.61646e-05,38.0599,3343.56
10386,0.449274,2.77802e-05,39.5134,3475.19
10122,0.44352,2.85127e-05,39.052,3438.53
10295,0.446324,2.79546e-05,39.3436,3468.14
10263,0.443999,2.73388e-05,39.1831,3457.92
10142,0.440317,2.73648e-05,38.9022,3437.03
10216,0.440608,2.66155e-05,38.9717,3447.04
10244,0.44064,2.67078e-05,39.0185,3455.08
10163,0.43922,2.63197e-05,38.9367,3451.72
10340,0.442517,2.67203e-05,39.2733,3485.5
10298,0.45074,2.96031e-05,40.0483,3558.3
10192,0.443835,2.77374e-05,39.4794,3511.72
10234,0.447664,2.86555e-05,39.8647,3549.97
10296,0.448744,2.81703e-05,40.0058,3566.53
10135,0.440394,2.73055e-05,39.3054,3508.03
10207,0.44599,2.82565e-05,39.849,3560.5
10196,0.439239,2.66303e-05,39.2899,3514.49
10276,0.444783,2.78531e-05,39.8301,3566.77
10197,0.439601,2.67724e-05,39.4104,3533.15
10241,0.444993,2.78896e-05,39.9382,3584.47
10191,0.442663,2.7171e-05,39.7732,3573.61
10234,0.448988,2.92026e-05,40.3865,3632.78
10213,0.450356,2.95991e-05,40.5543,3651.89
10147,0.441019,2.7372e-05,39.7577,3584.14
10296,0.4456,2.71384e-05,40.2153,3629.42
10200,0.440912,2.70816e-05,39.8365,3599.24
10148,0.438886,2.67314e-05,39.697,3590.58
10274,0.444437,2.69532e-05,40.2434,3644.02
10319,0.444106,2.68762e-05,40.2582,3649.4
10201,0.441657,2.66985e-05,40.0804,3637.29
10176,0.445508,2.8244e-05,40.4743,3677.09
10221,0.449898,2.86922e-05,40.9181,3721.49
10254,0.446763,2.83169e-05,40.6777,3703.7
10187,0.440161,2.691e-05,40.1205,3656.96
10297,0.451084,2.90764e-05,41.1613,3755.95
10235,0.443091,2.68516e-05,40.4765,3697.54
10181,0.444369,2.79607e-05,40.6377,3716.34
10290,0.44632,2.76749e-05,40.8607,3740.8
10255,0.449511,2.81575e-05,41.1976,3775.75
10288,0.444533,2.68608e-05,40.7859,3742.1
10271,0.443603,2.69901e-05,40.7452,3742.47
10188,0.442228,2.635e-05,40.663,3738.96
10265,0.445792,2.73551e-05,41.035,3777.27
10348,0.449856,2.76951e-05,41.4544,3820.04
10160,0.443905,2.75229e-05,40.9502,3777.65
10148,0.439832,2.71879e-05,40.6184,3751.1
10252,0.451759,2.89088e-05,41.7653,3861.22
10175,0.441267,2.66173e-05,40.8395,3779.72
10221,0.441556,2.71987e-05,40.9102,3790.33
10180,0.446967,2.85502e-05,41.4561,3845.04
10180,0.441384,2.71838e-05,40.9824,3805.2
10159,0.446001,2.8031e-05,41.4558,3853.31
10193,0.446722,2.90799e-05,41.5673,3867.83
10180,0.449568,2.93455e-05,41.8772,3900.86
10259,0.4545,2.8837e-05,42.3821,3952.13
10099,0.445755,2.90341e-05,41.6114,3884.44
10174,0.445022,2.77512e-05,41.5875,3886.36
10196,0.445225,2.71061e-05,41.6508,3896.43
10060,0.440998,2.76507e-05,41.2995,3867.71
10243,0.45279,2.93069e-05,42.4487,3979.54
10154,0.447651,2.97602e-05,42.012,3942.82
10180,0.445183,2.73629e-05,41.825,3929.46
10166,0.446253,2.81142e-05,41.9702,3947.31
10204,0.444089,2.69016e-05,41.8109,3936.5
10211,0.449675,2.92306e-05,42.3818,3994.48
10182,0.444136,2.75064e-05,41.9043,3953.67
10187,0.44162,2.66418e-05,41.7111,3939.63
10198,0.454161,2.92433e-05,42.9411,4060.1
10119,0.445584,2.8434e-05,42.1748,3991.87
10180,0.445723,2.80214e-05,42.2324,4001.53
10098,0.444387,2.86949e-05,42.1499,3997.91
10272,0.445824,2.6894e-05,42.3311,4019.34
10209,0.447702,2.77587e-05,42.554,4044.75
10172,0.446017,2.77961e-05,42.4385,4038.02
10138,0.446163,2.74721e-05,42.4971,4047.85
10238,0.453174,2.91511e-05,43.2102,4120.09
10255,0.451899,2.81667e-05,43.1337,4117.11
10186,0.44677,2.77566e-05,42.689,4078.95
10179,0.440855,2.62143e-05,42.1678,4033.35
10202,0.447755,2.78264e-05,42.8727,4105.08
10154,0.441836,2.74745e-05,42.35,4059.24
10132,0.445445,2.78342e-05,42.7402,4100.9
10209,0.443778,2.70223e-05,42.625,4094.15
10232,0.451373,2.95479e-05,43.3996,4172.89
10248,0.448829,2.86606e-05,43.1996,4157.94
10279,0.449893,2.85171e-05,43.3472,4176.5
10240,0.447146,2.71164e-05,43.1274,4159.66
10280,0.45042,2.8671e-05,43.488,4198.76
10206,0.448616,2.80289e-05,43.3586,4190.61
10345,0.456509,2.88636e-05,44.1672,4273.17
10232,0.452141,2.88219e-05,43.79,4241.07
10239,0.45707,3.00716e-05,44.3129,4296.14
10226,0.445346,2.72769e-05,43.2208,4194.58
10211,0.448713,2.77879e-05,43.5927,4235.05
10252,0.448667,2.77053e-05,43.633,4243.32
10245,0.447909,2.76964e-05,43.604,4244.86
10201,0.447503,2.77454e-05,43.6092,4249.72
10167,0.445809,2.76691e-05,43.4889,4242.37
10292,0.444091,2.63819e-05,43.3655,4234.65
10161,0.453668,3.01527e-05,44.346,4334.81
10286,0.45223,2.8309e-05,44.2506,4329.91
10199,0.450709,2.83233e-05,44.1471,4324.22
10252,0.449492,2.7844e-05,44.0726,4321.32
10135,0.442992,2.66441e-05,43.4797,4267.54
10174,0.446595,2.84099e-05,43.8778,4310.97
10317,0.44985,2.77225e-05,44.2428,4351.29
10180,0.450111,2.9593e-05,44.3135,4362.68
10169,0.446588,2.81809e-05,44.0111,4337.28
10275,0.448105,2.71924e-05,44.2054,4360.84
10228,0.450813,2.85496e-05,44.5178,4396.14
10231,0.448368,2.8031e-05,44.3208,4381.07
10212,0.448457,2.85467e-05,44.3747,4390.86
10212,0.451987,2.96038e-05,44.7692,4434.39
10294,0.450852,2.79365e-05,44.7018,4432.17
10217,0.447771,2.72765e-05,44.4414,4410.82
10290,0.457874,2.9764e-05,45.4899,4519.42
10192,0.447592,2.769e-05,44.5133,4426.89
10218,0.449058,2.83338e-05,44.7038,4450.27
10193,0.449852,2.82282e-05,44.828,4467.13
10083,0.44428,2.78071e-05,44.3169,4420.6
10278,0.452098,2.80997e-05,45.1418,4507.39
10251,0.455229,2.92742e-05,45.5002,4547.75
10204,0.45128,2.84097e-05,45.1504,4517.28
10204,0.446199,2.73674e-05,44.687,4475.41
10220,0.446173,2.66993e-05,44.7289,4484.08
10213,0.452022,2.85898e-05,45.3605,4551.93
10278,0.453926,2.92459e-05,45.597,4580.24
10180,0.454552,2.92046e-05,45.7052,4595.65
10270,0.451179,2.78783e-05,45.4115,4570.7
10207,0.448508,2.819e-05,45.187,4552.58
10270,0.456889,2.90064e-05,46.0776,4646.95
10168,0.44854,2.77423e-05,45.28,4571
10207,0.453244,2.93137e-05,45.8004,4628.14
10199,0.448814,2.83196e-05,45.3975,4591.95
10173,0.444923,2.71048e-05,45.0484,4561.15
10292,0.455523,2.84604e-05,46.1672,4679.04
10136,0.451777,2.96688e-05,45.8327,4649.71
10188,0.45821,3.0185e-05,46.5311,4725.22
10216,0.451614,2.86738e-05,45.9065,4666.39
10204,0.451247,2.87606e-05,45.9145,4671.81
10198,0.451736,2.91298e-05,46.0093,4686.04
10238,0.453719,2.86324e-05,46.2567,4715.88
10230,0.453614,2.86265e-05,46.2913,4724.04
10206,0.45247,2.82331e-05,46.2201,4721.4
10204,0.453472,2.88473e-05,46.3675,4741.07
10194,0.449341,2.81898e-05,45.9901,4707.08
10283,0.452853,2.80378e-05,46.3947,4753.13
10192,0.451174,2.84927e-05,46.2682,4744.84
10141,0.447445,2.78674e-05,45.9301,4714.7
10301,0.457742,2.92215e-05,47.033,4832.64
10184,0.452011,2.79211e-05,46.4893,4781.43
10215,0.454852,2.93881e-05,46.8271,4820.86
10059,0.443916,2.75363e-05,45.7456,4714.1
10248,0.448994,2.71843e-05,46.3138,4777.28
10306,0.456475,2.82438e-05,47.1312,4866.31
10160,0.450775,2.82951e-05,46.5878,4814.86
10156,0.451445,2.86307e-05,46.7019,4831.31
10253,0.450843,2.71882e-05,46.6847,4834.19
10261,0.455026,2.87413e-05,47.1636,4888.52
10151,0.450379,2.82884e-05,46.7267,4847.89
10296,0.451367,2.71723e-05,46.8744,4867.91
10204,0.445724,2.68299e-05,46.333,4816.31
10189,0.452691,2.89615e-05,47.1025,4901.03
10209,0.454795,2.93654e-05,47.3668,4933.25
10217,0.463418,3.19987e-05,48.311,5036.39
10275,0.463878,3.08161e-05,48.4056,5051.12
10209,0.457116,2.94899e-05,47.7459,4987.07
10209,0.450114,2.7774e-05,47.0592,4920.03
10180,0.449118,2.78652e-05,47.0001,4918.54
10309,0.462333,2.92671e-05,48.4293,5072.97
10211,0.454811,2.85175e-05,47.6871,5000
10158,0.450278,2.78377e-05,47.257,4959.66
10065,0.454379,2.9965e-05,47.7327,5014.33
10284,0.455162,2.86167e-05,47.8604,5032.53
10302,0.458119,2.90237e-05,48.217,5074.84
10151,0.451758,2.88642e-05,47.5926,5013.86
10252,0.451722,2.7062e-05,47.6341,5023.03
10286,0.458197,2.87528e-05,48.3629,5104.72
10197,0.447116,2.65187e-05,47.2377,4990.66
10201,0.451017,2.76601e-05,47.695,5043.75
10247,0.459609,2.9373e-05,48.6498,5149.61
10243,0.452942,2.78048e-05,47.9895,5084.51
10095,0.453342,2.92085e-05,48.0771,5098.6
10315,0.455485,2.78121e-05,48.3499,5132.36
